product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
02eecee7-23d0-48cc-af21-c83579f352dc,Y2pIXLmjQ8VCylpCHpJ3xU7nnmClNrQUJ6euZnvEZQvUo,55,499,2,17433,176,145,95
ebd9e8b4-4361-4c93-ace1-0a339170066f,WQC2yRBZavtf0Sb7Wipupa0PgeSsBcNWGcq6ffqD2eL34,77,83,10,1900,99,185,183
92823092-9005-48b8-82a1-64c20fdb06ea,zcPGHpO681yzuTotAP5mqCOdPnx0BqFG2UekSD1ItoUoz,70,111,8,15620,131,66,15
6d6015a7-bc8e-4e63-ad85-811ff3748715,pO34FKWendwgMYPkihnPtmRg95C0KsvrCqluF1FIC7DF6,80,152,5,15207,102,59,35
15e19a33-a807-4661-9d82-cb74f8195c63,aoe1v8OfHXCgzrUUlD4Qnz7jqqzOG6sctDb5WICwyLJmq,76,23,6,11181,139,57,158
35262ecf-d2fb-4491-a4f5-1809a514e97a,1R0gR7aZHRr1Pky0U83YEesWk55X5XC5TyJ9MPXtoknex,78,210,3,9008,98,112,23
3d00a324-7f3b-4997-8c38-a8344c61e520,G9yJmWjd3LJNjMVHpSP9U2ixZ9YKYrBG52V0AgrvKxda8,16,61,6,16088,92,33,93
23457591-60c9-4f49-9abd-72cda94ea2ca,sgGrny6Wo20b7YODuHhpRrXvm81gTfFkiorwSvrHkgTFR,13,296,10,18875,85,89,96
68bb6d88-3ace-41b0-9f11-a07682a6b519,wE6hHYtm54qhOgzQRXPyXki5N48ZVDPf2oeVwmS5tDveu,100,478,9,3551,181,122,40
a6cdb9bf-3db8-4141-b02b-592ac3dadc0b,Dpw6vSsy4Kg9LdnnZtzqmBnJLLOhgnvel3NKDX3Ih9UcW,82,55,4,4504,188,12,70
2f073680-6412-49d3-9dfd-bec995d36b8d,lMA6m5EdHfyP30wNoHRK3McWJeaX9CciVBwkClkSXiiYd,57,209,1,1694,28,70,49
f5d74ec2-e357-4f33-8353-4607255b11cb,McjWWmih9MPFuBgqJa4bJCoXCB0mOeESm5Gf9cF4PCzr9,67,181,8,9988,171,88,44
06b4ee34-0939-48fc-9890-631006a8674f,Ot00WMFIai6gX9jdGaj1UMTwOlBSAVCVL5om5ZihbSRXd,92,452,7,1006,112,41,90
a2a3a7cb-deb8-459d-b8bb-b07089e66491,suQtU1WsaMJP0ec7ZqKgQ0Bwq6jDvUwg7NdhRhHWLOi5j,41,50,10,16673,150,119,64
2069395f-d8af-43cd-8362-04eaaf3f2857,68VE2mL2KQBHCEpyULUL8KOPfEmbglJFzWLC7vMlNPNwH,31,164,8,14291,103,183,60
5298eaf4-653f-40d3-97f9-9309f1330464,v8TzRc7SasI1pGHFjGCQ25tZGdg1BExCexT0L1f3b1gUG,47,114,7,7599,32,176,27
f0e466b1-872c-4833-acba-0295275653af,LrPlbzSsbZqcn32nVGy3JG98cf5iW8Vzpbc8tOxYUlpQe,7,499,6,3789,40,81,128
5f79ad3a-e11f-461a-a3eb-6e5a87190fd8,cT6VhOMo1PJ0JLpKTfRIQdbNZCuuqV1x44HuYiNCsfadS,94,217,10,13505,35,174,167
f9f24d2f-332e-402e-ad21-05195978bfb0,zSVO6XcsLl4RY8UXqKjH6elgk92EGTiUPHe1H6Eh7wm0D,96,130,6,12415,72,123,33
dd561895-fb84-41ff-b30e-7d54b017deb8,kBW28vpr6Y8iv5o52RUlJZF8fYXBHBiakDMQH1R5MVruU,51,214,3,12435,163,98,26
4b939526-4f95-4854-8f2d-289f38cbe465,LHRmwZ1t9Ppm4pX4o3x2jlBUZNnTff5cklNxSHPCPtsZB,16,423,4,19188,80,198,135
fe6ba503-7a56-4718-8176-46b074dd4c28,FWnp3jD1Pq7PHJmFJEvkcBBqOtmVAuZZ9IsCMDTqmQywL,73,404,4,17347,149,57,75
1927d637-2670-4bd2-9679-8891fd7c5fab,mzLtwKsVn4pHrW8XZuWhmTotjuxLcwo7ViJbDFdbLePcU,7,180,3,8370,185,194,164
eb48fcda-98f8-4163-a4c1-d943288d73f7,oAIf6zuvhz6SRBEh32qKFHborE77gFIAyV3H9MD8KRUya,9,264,4,8935,162,40,20
10a0c3d9-e30d-4006-a051-131a917691c9,93NykureKgoWNS67gbeqMStxvtO8nvXzJyp10iqdGWup3,83,202,4,19810,32,41,153
64114e5c-4ee4-4a42-a690-5133519fc58e,K3hJ8ouu3x3ugFrijOxc68visD4ianye1gpUmcjjKAYSQ,72,197,2,18378,101,121,157
ea5de1f4-7c15-416b-a04a-4585748907cc,mdiE6O96iXMlfXsqhPOL2zdyf060ZblfIZl9FHcZoo3Vn,25,374,3,14455,42,124,101
1627722c-5e89-4d57-af7f-2c06d256e522,1fkHUvRzuOBJoX1qA51dluy2dSXQlYKwUu2qSREpLSajT,11,361,10,6238,139,131,40
35cc274a-b97f-4b36-a764-76b4fa4bc691,QvJ44f3FyFZKpAlr72oSsouBOXeu4qGlymffCjJhCI71z,22,50,2,193,190,90,168
ebb67714-df93-4860-8ebc-d05b12305bda,6mC380EnTQiAOZmmmFRaVfouAwegP99F9pNLk9YZeL3es,96,472,8,16593,120,83,154
c3c11c29-5e5e-486b-9582-b83aaaa632ba,7wrrpBwoq1wQUAM15d37JQwvMBf54F5nW40EEXGufSQYR,11,198,2,19858,151,115,34
a6882913-4483-4060-8c25-92ebd254db7e,4x5148pyKX0zZX5YpYSpm9ZZFT69g4IwEiCasQKe5UQ0U,21,129,5,18493,79,30,199
d88885c0-00e1-43e8-ba80-fd630f7d8892,l56HD7EQN7vZwGMujqJJLdXjXEuo5ZRvj0RsDK33m2oiI,31,70,5,11413,107,103,11
4ab715c3-86b2-4e13-89f6-6d9d70f6a836,M60vIczU73mR4Yiri3UVqeTHpVhQbChpF9D40tPXEAzaa,73,173,5,4399,41,52,186
35dd9f57-c1d2-48d9-bf1c-a88003ac3695,s1ZmjeuA4VCseCXZw8CGX9dQzX6ZJ7zGfizTvM0VsD35V,87,251,10,11821,36,197,195
24207ccf-b650-4d06-b1b0-ef3d9d2269da,mVu4ARPgiqdz5J00Q5azFKIvxLVYSwxggTQflDsmtkGVO,35,203,8,11561,100,109,71
548adf5c-7a38-43bf-b695-6bc1e5253c27,W4gCqlGmV7VAohum1cKkPS800j30Qn1QEbdzXQt5KxCQr,76,289,5,6002,133,175,15
0ef8e975-310d-46f6-911c-ba9b7184166d,uQIV1UuT9g3wx2FZq7onidb95A5D1qCxDN4eToz7OCGMT,12,386,4,1788,126,94,188
e3983a7f-f71b-4948-866f-1357834f9ef1,O4NWEza6byTU82adIUcJiuyKsSzWA6l4LIobuKTPZKN84,41,434,2,7143,65,127,15
239ddef1-4321-435e-b6bb-c9097881e054,aU1ll78lCN3nqPwWDuzn5dVPdwxO1Ys4GNl75WzeHveQZ,61,39,2,12477,189,79,141
2ae3a5f3-65b3-427f-8902-29a53104b3db,oNwxCN2BLXLYzKvcWvMGXVLbAwkosHKUeXqPm4r4N0mVz,25,119,8,15938,95,77,70
d5a31417-2840-4c58-ac0d-310021a6a62e,S6C3zlnVaXkTF1Emrv9PydskYCEoryVUH2Toyio1xFsG8,89,343,6,4769,162,127,32
29973796-36a1-4194-91ed-60a0ce4638ba,kcKiKnlB5VLqNdp2FoK4v9SqtU8q3yK7oir3BVYoEGKQ7,20,237,1,2314,37,117,65
8d76b2e9-148e-4b62-9265-53d4c284ad1b,ibeNLFfjtLK7zEtmwZeJIfG3UAou0GagmwwX4FX8RN7vD,55,468,4,7760,171,171,126
e5e77111-fdcc-4cb9-a4aa-8d161bee721f,Wq57jo32NBBXXB3HfzJbUe0SDvsWXoNZJe3sG4FBMCiSC,42,111,3,4232,12,142,143
244aee25-895d-4e0d-af6e-10759845f096,mGp0lQlwV1HCokUxUxhAyshoi8D7jb5QVJ6fHGl5MEGKt,44,494,1,7786,39,85,152
9f6b028d-cab5-4e7b-888e-24c9541f3c56,vUeKyVyK16fTAWDjAU1bAJmlZ7RPxGHAfSjJJekrFzB8S,62,69,4,10135,82,106,23
4d5fb219-f4a8-4999-9045-96fbaafcfdd4,jzqaGys5STc5D9jgvdGBVxoVOJK1az2Nl3V7HNi8F0DAK,45,476,4,1644,25,162,144
8b482f4b-0e08-4597-9bda-f324d4a9e556,TsYxk1zUiNya8nc3Oi7F1k4OEYvc7ly3kN3BQdg7yFktn,42,87,9,5941,128,63,71
eac6a4f5-8abd-4359-a1e6-104110f180ec,hRc5cyUwISBrmFwwkCFvj0txJ9gFDiQjOuhke41q3uvFV,18,248,4,12486,141,141,84
ab07ee18-9e80-4340-adbf-4c7537f32f28,75mHffNaFZdwRUig9N7b1j4ttq0z0fs7czZRBmHZDJhwl,22,197,6,1369,157,79,147
fe61df4a-c0db-43eb-96f8-cee7c25520f7,kOAyp4vurDiJHekVeQbnymZuVqhyO5AU028d8TiQnuzqp,93,83,10,4290,21,93,42
76ff0563-e9b8-4564-a49f-57f4d798eb23,nsZ2U8MF5VRZxp0BKNVhR2U97dS4dqOhlnICZ9b2PeA06,56,448,7,8898,124,140,89
62f4f772-12b5-432d-862b-a3fa3f536469,yZ1LzMyu6vCkcJgGodDLophaVKZjgThhakr87NDEsCHlW,16,259,9,4597,120,61,110
8f44bcac-4fe2-457a-acbd-4c1b83d90333,My0pvWuOOXIrp4BEjk8wpJp4JKzd0rIzQNXsjynlRuoop,93,483,4,12525,149,119,95
28bf0894-14c0-4715-89ad-c53c805365da,9BRGrsY8iDElqonYUJqdINf5G8nQOtTkU2IxyJHZO52Mn,57,121,3,867,67,173,146
e7f64f1d-bc05-4a81-94b1-1d1aaef9922b,aKlGtWAAUk9G21x4fwWhWLdvqL7iWE96PNZX0gJBDFvxT,81,170,9,10822,32,161,34
248f57bf-4a4f-4167-8bba-7d44d1caace5,PWWrLkjnsS6A5zJ9Mu73TnkHJ0wMXTqtSrURxZWSzk9Kp,59,309,7,17149,66,194,106
d4bbe225-223f-4371-bc00-4277a90245a9,YJR5N2YSaKoOtNAgqBozaB50rfBpQFTkrWDXpUm35z0my,54,369,4,1862,37,119,145
57f9f74b-b04e-4c63-a70d-59cf0f10b435,bJUvZDUDHl8aoafmRVTaaNlQoRYw25kbCkgVZZUPQVuf5,18,349,2,8246,115,159,110
803ec622-5765-4ba6-b767-6f68cdc787ac,87SaTlFEgn0N9v5bh0xz2Wj7w361VONLXgHzWxVeuUO7c,100,451,7,3448,35,97,137
eab7f61c-58c1-4cde-8705-77caddcf8d24,1MkYRw7iDEMaYdopPjHj1ayWvqtYnM8EOGaF3F24CVnwd,92,417,8,10441,30,178,26
7babdbb3-983f-40b5-a8fd-019a2ff0ce54,Hqi0xWQsrP1Lbk7WIKJ9wn84kqck39cuUzf3mbgL3Tad0,80,461,4,9512,169,67,119
0ab02d0c-3dda-4223-8d30-720486a2e766,K8r2nCwSVPCLYdR7wjbTJMTchOLtcLbN7xjKxT6juZwFk,86,263,8,2439,28,52,143
dc6615b9-1bfb-4d64-ba5d-8b9fa520ec4e,Z3BjbEmWXPnVvTuzXv4jJMM77hPDRWr9UyuO3SYJhr9gU,34,178,7,3599,196,200,160
1c744c99-9dd0-42b2-9c0c-b82e1bf5987d,ksOhdmYNJ1CoCmaS8SJyLZjQdKwQX2yIWVYB0oiMU1UWU,59,191,5,11756,36,79,153
24e2fd36-810e-441b-bad7-d266c5e55fbe,F19cBeeR3memIl2aQ0VSXo4GO8lFCgra34H8i5BzncMLg,19,413,2,7297,89,33,30
2b22413b-099a-49b5-bd27-734dd209cbd8,1gkNDTnwIcOf2KFNu7HD3VA3QOtVQ9nBrYhPouJI8mEHE,62,198,7,17787,72,124,118
3b0568da-636f-48a8-aae1-62f3eb261d09,rFQP0UN7lWHSb07y5Z0HqIQZzaGDACyEwrXtlkxjAbbka,27,354,1,8034,160,135,149
d05884aa-6799-421f-9a8c-5281b97f0457,at0dAsED96FLhWUuizHNQeyrHbmUxKg6CwhC32ui1gAGy,49,203,2,12751,191,60,69
f500dbed-e96d-4f47-afd4-4eb81ac09760,Vuvg8VBWK5C3eISYMjfooDEDfByUfX2RoVHFPdtmzo2In,68,411,10,331,64,160,32
31b9a633-f66b-4200-9302-5109691c4198,3er5AS1A5xGuJYJsRrM222GbkK5Z8CTwLUtjdNnrwfcTk,29,393,6,1760,142,77,175
a566ea23-74ec-47dc-b9c5-498d707773bc,fvhG1722xfQgfq1CDHfx05UxyqKlrgSHSgXDyASLZtnF6,62,142,2,377,177,42,34
0a6348dc-d1fa-4663-9f37-963341f9c668,uTpNVTQVmTCnpFAKZJCLNr4uww4mlv9Lsg8Cu911sj6u1,23,127,7,19609,105,175,78
58574cc5-0637-4795-9bac-c516f53f6cf3,m58cmkeW87IHr3YTcgzu36vaoSFxUoVghmGe5WJKL8Q8h,95,386,8,19369,195,58,95
10db2b80-c569-4dd9-9272-bbf5bffe728a,0uyMSZOSjafazrKjS9Cf6ZMjMZavGj1IZfI5xYOWN4fHV,26,269,10,17630,106,50,200
73c3086c-0ea8-4611-b23c-3f495d7aa519,kUhDnuEdJJsMuc9CrLFmu7BZjYzY2Cc7eLuGJ4Z0acfHZ,27,322,10,11829,71,152,37
31f4e62a-1805-4d68-8fe3-0d277fa2b84a,QhxGvS7rpQAlFhoLlDC15BKnoRTp4sBGOB9DiKmOaHViS,37,345,9,6320,96,23,31
0d32e9bc-6dd7-42d2-986b-b51efa83ff32,Uf7dh0zI6TbeT164cM3EBPYDIU2CJObHlJvCQnI0zqmkG,28,150,5,8807,118,64,57
6f1cb2b2-a586-4c38-806d-660ed417bc53,c3pAYd12NX4mLIMVBgiAEv0PwFt57NDMcdOVWDv9WQfVz,21,432,3,16611,10,47,17
0669260c-fb06-4371-b7de-0c0d2f0ee526,v2ApGBXYz85xBP9T1LIMqabWRTkGAfr90nvt4UAReYSlu,24,85,2,14130,144,32,11
c7015b0f-d973-44a1-8b50-d2929acfd27b,nYJMCWG5sHPfPXrFUJvsOCKLY7NPJeEHPBk2stVZZI1A6,6,419,5,6280,14,89,110
0a2ae78e-bd45-499c-8571-3a0f58830299,vCq8J466ytHrgRWvqZwY7cK34bN5mv6Uqgd7isP5i59a6,18,494,6,7639,112,185,167
29bb544e-1172-48cc-b124-7c16b9488b46,oQmAEBK546ZQAhAJifPHzt5wxCNvG1nUAh6KbMGgxGDGz,82,246,3,11476,139,133,32
84b88cac-da2b-4f90-bdad-ff03502f3b3f,TwrmjGczLHcBi98oOWwIMyqXYZXoTI9oWPBmalnKicA8p,35,228,1,16868,97,20,121
7f6cafc6-ed7a-4b31-951d-c3dcc126cf1e,quovzX4u4CpJDPkWmisd3sFNiMFZUSLYMG80x4ATxukCc,90,55,10,9229,145,27,138
ca301446-9f86-4e22-811d-e3cd5c1fbb46,e0mZbmITEAp1xO7ATn2A2mVtg5mQ29ijDWEET15KtoOYk,5,184,1,681,68,96,145
94b602dc-d2d4-4375-b181-221681d7c93c,KmGWka5dyGLxhxRb3DNDahkzk9LqkUKnNiyNvAMw33jI3,62,61,7,13750,101,182,163
a25e0adc-3450-4133-8f44-ae3c087ca022,JwKxAwPtXcPscNVRQGPMdpws9hWZQseQifgEKvWbhndpB,24,476,9,16474,163,125,119
d4c46dbc-e557-48d6-acc7-f739fc2b27eb,UOxS7JfxfiP1Wd7T8ZPZu2tFpYWIZLUT3O0tqoZCJU0x4,42,409,1,8846,133,44,198
957422c4-ffbd-4fd8-97c3-8a8e80bed53b,SgHStNUrQKXicJxzcEragrlFHj98xXx2FDTLQcPJLqXeu,69,111,3,9283,83,86,154
83fe1a37-fe29-41d3-b884-d4f502ffe1b6,SNffmKfryjEaYzNXGGnPkBgTRQWt2saylTOwwTdE5oCt8,29,219,4,2395,13,125,187
3def5c5e-c9eb-4679-ad6d-d962664de914,YlcJL3ZLHc7eDojw3XYoEBCLbJ2yHiH8qBVYtK9EhabpF,68,383,2,2883,124,61,195
cf64d0f1-39c4-4d68-9c79-feb145eea8b0,MzYySZU74sjfRriORSazKzyK5w0oOfA85p2bVv51NAJPQ,91,293,3,9482,47,200,122
4a96fff9-f08e-429b-8b92-99eefcf3a08a,ZV8RIhn73DenkgSAvAkROrbdGQqFqmiXKNv90N8xxd0c4,49,407,2,3442,71,150,165
42e44ee7-c1d3-4547-8e41-4328f692f652,KdqukR4T5uUrHQoVzC53FBrt18pae86ZEPX40pw54YfES,43,350,6,4167,18,105,140
a523b4a8-1ce4-4a0d-b983-566726e52b0e,HARr4vN2s0LxZ7LkHnbIoIvG96a64ycpXHHbFgfen5mo5,8,254,8,6818,139,102,177
004dcd2b-b384-43aa-912f-75f26bf501ec,m7naRjn2HIFBYz187RFqZQseDhsJHNFbGGgG8e8i8lHz7,34,331,4,7348,18,97,72
4a4f595e-2050-420c-980a-19f25011ceb9,h6DW7KQzzRWVJRdfq61yOqk9cJHxiOq6W5b4hXCsMpd4B,12,454,1,19791,140,73,133
d603a463-ba35-4847-beea-1383307af426,wZ71LPmxkLPPDWq3ahhZw8nE8SfZva3uuEpsE2011zMKn,53,344,6,12267,59,31,117
22dbff63-a981-4db0-94a3-5da756d876d5,vVcfKuDGNTo7Rvbf5MDoP5Z5gq0ctgKmuLYUlcg1r2TNV,54,374,3,7575,133,54,109
7a6de4e6-f7b3-4a79-a96b-41977f0d2f2d,FGSZECVRtOnspP2tldHO1lCvsMPebYNhtCkdApbNJus9W,86,191,4,15618,124,136,115
c3806b96-c7f2-4bde-9f86-35ad58112d17,nLIRaV1PmpQhB4iSktYEzxLiQTgEVMmt5qEal8gp1s3l1,57,438,8,8628,45,165,81
636c741c-8bda-4f94-a992-1c543877bf22,K4nYDZnPjMfZi48MsdAx2aUgyaUnfcc8VpdXWBosW8oZ7,16,170,4,18759,84,67,107
249206d7-f42b-4b51-bc2b-d274c5657708,EePLA86lTUWhuk7RgTcUxahC4yGghqHcLcBFTPcsW8gSi,90,113,7,3117,47,187,102
4ed1459a-2450-4a72-b9b9-34ec76373f92,5N7fU62gPfYVoC9qFbW470ZSWxs3G6PgrIlNHvfWut7LJ,21,197,1,692,179,192,42
4f37bdb1-d62d-4f99-bc0e-8f029afe9157,eteclPLEOrYCZhhOKBmwNCd6NDkIfjWi4Bn4CloB3yVhO,100,200,4,10318,148,74,176
cc41f105-b94d-41d7-b6a2-6cb4f0c5b334,erAnZY3RD9bbj86znj6aFXCtGGgSnDOFILR9GhIHufPg4,60,441,5,17523,89,91,150
557e4b86-61f7-464d-8d44-bfa1f16c467c,IVJS2NIArIjC7wiiTjaUkkCI9thIKhz7Tmu2qHFbhYRd4,97,22,7,18242,51,193,42
8dd0ecfc-36dd-459d-9d7e-6c693c9de175,OD67QJDskF72KPy0YU53lwb6Xc8fvAbddxP2ZZuqUxZ0L,66,481,2,11299,103,191,161
622fe207-3d87-434f-9970-ad5da2e9aa60,iEdejEKlygHvDY8jSWicPsS7mMNwMHSgvqcq4Gl4Syi3g,51,425,3,715,49,82,17
d54b96d6-60da-4516-91ca-787822afe77b,76xWYffWUCO7XLkR9ZOOnf8R2093JAWiiW50ArH0ouoF0,51,494,5,16470,110,119,106
1259cbe2-ffae-421d-a244-bdc6a9095ff5,KPygSEbzmekCbFJBfqoK8jTHL6ccWMnUe7IuQxR7QBo3W,48,146,6,7605,102,58,192
fb507fee-0762-4423-95ef-0ec4c4a854c6,zjhLRhDPNcnwQPDQPHI1pQzNprwAmnagFWuWpPE5PRoNu,58,41,1,18319,124,182,79
6f6d893c-7072-4f35-85f4-baceeacaadc8,DTPtAo5IjhV5BC0Y0T0Q0c8XRqyQ88TZVUxyeJkdTjA7t,17,142,4,9169,164,33,122
d08026be-5bd0-45ee-8304-61f15a76641e,Zrms7ppTtHOiUhmCK1tqymzkekJlPrpHqoo4ZjIvuXomE,82,25,4,9522,135,139,128
9b031c71-9ae4-4164-b396-125cd78b12dc,ifMC2Aaoa2D4Dv9jP5TLY8NzmMW90I5ALq1MaaAiLVDFa,44,44,8,4524,193,25,107
69383881-9b7c-4fe3-a617-21edaa21729d,SYkyr8iPQkG3lKJyZzjOBSUZ79mqpiUGqxeiAWK6B6E67,65,205,5,7485,130,156,97
4766ad59-76e2-4e51-bb90-b5de62301500,LQ301BKhHzTwG0f8ycbp3hMmv7eGQLpSAfPZPacUzMmM6,52,105,10,2052,29,50,152
6d368eae-5357-4202-b24f-bc71e55ab798,Em5aEstGxiI05OZbKWG8LnzkDQ2y9likdybc2dFcGbLem,17,198,9,2602,21,98,50
2a2493d0-2bf0-4919-a79b-b97b708a6b01,pFfDSMmGbEv3HhfKLa8M8x7tRaHWWkfmzUWX9v0hQh1OG,79,130,10,16673,190,146,169
6afc0c3e-40ab-4e3f-9c59-f6f48010937c,7MeG5OEFqi3NIAt6Cj6hlj0tpwpm0dWydcNsjqO313MAe,99,256,8,16494,88,25,83
805b0694-8f46-458f-b471-b5c31344ce4d,rGD9blt7JrgGY1ABC6dSXOmnaxTz70Si1zx8qnPJVCHNs,7,395,9,16083,179,85,183
ef49ce8b-e643-4031-b9f4-09770973d621,oLhz5vTbUMmfzmKpj7xL0sakXiSCcepO5PXymCH1I7G1p,19,54,8,11983,149,16,55
b2ab7e70-5f51-4f06-9119-7b9c53969317,Eq75UAK3ZqTtpQ8E0qECmd5b4e7harYmVHzBMT9p9T35U,21,433,5,5215,54,59,166
f5a2dcd6-8596-4bfe-98ef-76864876b300,lyDd1aKgKuWatTF7OZS5eAGKMFRtNgXAyGZ0ywJjb0UIJ,14,55,3,265,137,182,62
bf174aeb-062f-4ceb-96f3-a1656955e604,W5ZeJIFbOTTY42M7mv5kG42fyZISZ4kzR5iZJuitN6VaR,40,20,8,6486,49,164,175
757ae36a-fbf5-40aa-a3cd-bdae6707c659,S4Ol7bccrWsIHUShmc9d0W2cdjlLo76IXJl6G7zcRncE9,77,120,7,2565,143,52,10
f31a0db3-7fcc-4810-a4b0-107990a0d28b,jxy8iVgS2SFWGmnHf7d4uWBg2TRdSTqKFCv3pcOR074vj,49,54,3,645,31,13,101
cc1788c6-ebbb-4d63-aa52-9a27bd072393,NhDLEWwycD595M0id92FVpQpVOQ80OaT9SVsMqvcofA4b,20,170,3,10765,50,34,48
c9543e40-4b0c-4f46-9b7f-588361f5e6d1,rxNV1FS2pNLQQSzKyZEBvJIOBwrQQMC9DgJRVbqDFdW5A,56,452,7,7578,95,35,75
6f503eb0-3bb4-4771-bac0-639f1e995472,mE9PnOVNMz7VcNTRqZRrUB92lhSkitVU55GpNEvP4LaIO,82,499,7,3472,126,15,97
78c446bb-917f-47b2-847b-081309953feb,QSpaRveDTKTnpKPqQrptCRO9D8D7LmIwT8Q7qFJajzh35,54,169,7,8395,59,84,60
29f42774-34b5-4138-9235-b6cf2b065d7b,QOZvdbk4O4whwoGiNfXSeTFdlXYYCrIVCeV6Vm5z9uzmF,58,84,4,2280,179,42,146
db3602ca-3c11-4400-afa6-96b26d119466,wYvolqx1v0lIhEKUSpyv4k34QvXOTV2VlqFUcG5NoRlHo,20,373,1,18268,135,50,76
147cf7fd-f4c5-47b3-b1d0-7bc7550c34cc,udb2Og7N6R4g1OtdoW1erwiV84smCatCNzxP6lZtl3anp,63,311,7,3666,78,108,187
f9c38b67-1a1c-431d-b4a3-dc35fd99d9d8,6AyQE63XV24Q7GxL0KGTpz88yTLTCs0dkZxA9caLU7rqR,44,339,10,4762,60,178,143
2d692b61-fdf1-4c4e-84c3-9b53b9a932d6,qcT0ZCFHYEVn4yR4WNHor2U6ROgZVrbUuaevP084D7pBN,25,421,6,2807,174,168,163
9b553f1a-2ce5-4534-9a37-eb92f3d451f8,YWE0Xt9YPnofna0hMPDrKp8TVscfBayGcBtoTWj4LlQgZ,65,361,7,3234,144,104,93
96a43ab1-d8e2-42e0-9416-6071658539cd,CcbRDaeanxkXKV4VbH8nn8lXckzMG1L5AHJGGdavMSudZ,33,475,2,2420,103,108,176
404e9921-5bcd-4e0d-9cab-6a8bb8c8cfd9,sL0pHJvb7w4CaDO3cF7MUx31NEAHPdYefvCSFf8weZh8R,71,397,7,4173,131,143,125
