order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
f37f6574-39a3-4b9c-abcb-4e2b1a593596,c104904d-db0a-477c-b855-ba6478f7c25e,canceled,2024-02-13 21:43:43.868664,2024-02-14 23:43:43.868664,2024-02-17 23:43:43.868664,2024-02-23 23:43:43.868664,2024-03-07 21:43:43.868664
5da1b723-c220-4178-bf6a-4c62d62a7fd4,aa22946e-8cbb-43ad-bf45-d8272b76d784,invoiced,2023-12-30 21:43:43.868668,2023-12-31 21:43:43.868668,2024-01-06 21:43:43.868668,2024-01-13 21:43:43.868668,2024-01-25 21:43:43.868668
0c68942b-a4dd-4410-ab1f-398f0643c973,aab27afe-18c7-4986-bcd9-19e56adbd2dd,processing,2024-07-19 21:43:43.868673,2024-07-20 07:43:43.868673,2024-07-23 07:43:43.868673,2024-07-30 07:43:43.868673,2024-07-23 21:43:43.868673
5a22c9ff-af0a-4631-8485-34b10d1f6163,6114dae1-4b0f-45fa-b2d4-5c6adc8516f2,shipped,2024-09-04 21:43:43.868678,2024-09-05 01:43:43.868678,2024-09-06 01:43:43.868678,2024-09-10 01:43:43.868678,2024-10-02 21:43:43.868678
c3343a38-86bb-481e-9555-c580193cdb97,3cf38f38-a401-4180-a79e-b6e63c45d3d8,canceled,2024-06-17 21:43:43.868682,2024-06-18 15:43:43.868682,2024-06-23 15:43:43.868682,2024-06-26 15:43:43.868682,2024-06-25 21:43:43.868682
d7b62ac6-cef2-477e-bb50-ca39266b9c31,e82778a5-9f86-48dd-9246-279847ed7d05,canceled,2024-09-24 21:43:43.868687,2024-09-25 09:43:43.868687,2024-09-28 09:43:43.868687,2024-09-29 09:43:43.868687,2024-10-08 21:43:43.868687
575a9e7c-350e-4f34-b912-3a8c580a9a17,d1df06b0-0ce3-4e1c-b1cd-1059540ff705,delivered,2024-07-06 21:43:43.868691,2024-07-07 18:43:43.868691,2024-07-13 18:43:43.868691,2024-07-14 18:43:43.868691,2024-07-25 21:43:43.868691
54e972c3-3220-4e80-ab6b-39631592ee27,84599316-a2f5-4d34-baa2-2c332654bf40,canceled,2023-12-15 21:43:43.868696,2023-12-17 02:43:43.868696,2023-12-20 02:43:43.868696,2023-12-25 02:43:43.868696,2024-01-09 21:43:43.868696
e445c4c9-18cf-48c3-8f51-af00fb9b0124,b4ee64c2-d7d0-4674-919b-1d5d8be4ef9d,delivered,2024-02-20 21:43:43.868700,2024-02-22 15:43:43.868700,2024-02-29 15:43:43.868700,2024-03-06 15:43:43.868700,2024-02-25 21:43:43.868700
8eca5b35-9ce5-4232-b608-2eff3d53abe7,383c2b8d-2d6b-4944-a880-12a0e47e3f1c,delivered,2024-10-07 21:43:43.868705,2024-10-09 09:43:43.868705,2024-10-11 09:43:43.868705,2024-10-15 09:43:43.868705,2024-11-02 21:43:43.868705
431cf76e-c1ae-4dc0-8e78-65a701b77a63,15df066b-4312-4190-8866-8b1e3c0b9ecd,canceled,2024-11-27 21:43:43.868709,2024-11-28 15:43:43.868709,2024-12-01 15:43:43.868709,2024-12-05 15:43:43.868709,2024-12-16 21:43:43.868709
15603145-5c84-45c9-8826-219a14bffbc1,9ad114c3-fd49-4020-a57c-1ea970d6f9fb,delivered,2024-01-22 21:43:43.868714,2024-01-24 09:43:43.868714,2024-01-26 09:43:43.868714,2024-01-27 09:43:43.868714,2024-02-05 21:43:43.868714
795d476b-3644-4e8c-b080-c704cbcba384,bb521621-5d1f-4732-b036-110137929233,invoiced,2024-07-04 21:43:43.868718,2024-07-05 22:43:43.868718,2024-07-08 22:43:43.868718,2024-07-15 22:43:43.868718,2024-07-17 21:43:43.868718
0074ae54-054e-4b03-8f1d-a38a91ae2443,5985d347-d227-4417-95af-6c41e2395c6d,shipped,2024-11-22 21:43:43.868723,2024-11-24 17:43:43.868723,2024-12-01 17:43:43.868723,2024-12-07 17:43:43.868723,2024-11-23 21:43:43.868723
a4d9e080-ae65-489e-9159-5a4e92a5a199,78f48867-814b-4f6a-a6d8-fc45b21b0b34,shipped,2024-02-14 21:43:43.868728,2024-02-15 12:43:43.868728,2024-02-21 12:43:43.868728,2024-02-28 12:43:43.868728,2024-03-01 21:43:43.868728
78e032ce-9772-490b-9976-0b5a153e1833,c704db32-142e-434b-b93c-4f27067cff57,canceled,2024-07-12 21:43:43.868734,2024-07-13 11:43:43.868734,2024-07-19 11:43:43.868734,2024-07-26 11:43:43.868734,2024-07-20 21:43:43.868734
325edab2-0599-4c09-a9c3-005c64dac6a2,12555a4a-0d19-4611-b0f7-5ddeaa922513,shipped,2024-02-15 21:43:43.868740,2024-02-17 00:43:43.868740,2024-02-18 00:43:43.868740,2024-02-23 00:43:43.868740,2024-03-07 21:43:43.868740
e2ecad70-2245-441c-a570-9f1595830a18,5d1305c0-d47f-4135-84d0-82bd6fc02f7d,delivered,2024-03-23 21:43:43.868746,2024-03-25 14:43:43.868746,2024-04-01 14:43:43.868746,2024-04-08 14:43:43.868746,2024-04-08 21:43:43.868746
dc6ecbe2-d397-47e2-bbb1-d689bc3652a1,9aeceb23-6e74-4004-b0ad-121912c95a77,invoiced,2024-02-24 21:43:43.868752,2024-02-25 23:43:43.868752,2024-03-02 23:43:43.868752,2024-03-08 23:43:43.868752,2024-03-02 21:43:43.868752
cf189eed-45d2-44f5-8e34-098ea8bbc606,0e8281e8-13a0-4566-b2e7-3d4ff45037cc,processing,2024-05-14 21:43:43.868757,2024-05-15 04:43:43.868757,2024-05-18 04:43:43.868757,2024-05-20 04:43:43.868757,2024-06-02 21:43:43.868757
c46aad4f-8fa6-4178-8f69-a792e3898ca5,4955bca6-2466-4f15-914b-be931c975295,invoiced,2024-07-21 21:43:43.868762,2024-07-23 01:43:43.868762,2024-07-28 01:43:43.868762,2024-08-02 01:43:43.868762,2024-08-10 21:43:43.868762
1744b56d-d84c-404c-9f57-61921ed05a51,308d8322-58e1-43ee-857e-d971a77bb097,invoiced,2024-02-29 21:43:43.868767,2024-03-02 13:43:43.868767,2024-03-09 13:43:43.868767,2024-03-12 13:43:43.868767,2024-03-04 21:43:43.868767
efadfc64-db74-48a8-91e2-31258006d064,3cf38f38-a401-4180-a79e-b6e63c45d3d8,shipped,2024-06-27 21:43:43.868772,2024-06-29 17:43:43.868772,2024-07-06 17:43:43.868772,2024-07-13 17:43:43.868772,2024-07-16 21:43:43.868772
38e73909-d05d-48b5-a050-b001533489c7,05deb092-7f70-4c0d-8662-759521b1e9f1,shipped,2024-11-13 21:43:43.868777,2024-11-15 21:43:43.868777,2024-11-18 21:43:43.868777,2024-11-25 21:43:43.868777,2024-11-18 21:43:43.868777
2a1b510c-604b-4d72-a7c8-3d9be00b4d56,c018a933-24e4-4cc5-b806-21c78d1c87be,processing,2024-06-06 21:43:43.868782,2024-06-08 05:43:43.868782,2024-06-12 05:43:43.868782,2024-06-15 05:43:43.868782,2024-06-26 21:43:43.868782
958b7d3b-efff-4729-9a40-a40153ef5aab,c2ddb1cd-1374-4337-843f-65a090fc6f15,canceled,2024-02-08 21:43:43.868787,2024-02-09 18:43:43.868787,2024-02-15 18:43:43.868787,2024-02-22 18:43:43.868787,2024-02-23 21:43:43.868787
aac268bf-b631-4ff7-9b63-0653f7f2bdf9,cac106ef-0a85-4c0e-b49e-b703c73fbe7b,delivered,2023-12-11 21:43:43.868792,2023-12-13 05:43:43.868792,2023-12-16 05:43:43.868792,2023-12-18 05:43:43.868792,2024-01-05 21:43:43.868792
a0b8a117-b285-4728-b820-c1c636981c5e,a0c1f570-0f9b-4ede-8c6f-3dd257ffec2f,invoiced,2024-11-26 21:43:43.868797,2024-11-27 08:43:43.868797,2024-11-28 08:43:43.868797,2024-11-30 08:43:43.868797,2024-12-17 21:43:43.868797
e011de81-7c73-4451-9c9a-d37d033ea546,81c21334-916a-4017-b2cf-36cf2b0bd018,invoiced,2024-03-30 21:43:43.868802,2024-03-31 02:43:43.868802,2024-04-03 02:43:43.868802,2024-04-10 02:43:43.868802,2024-04-16 21:43:43.868802
421e97c8-0f1c-4fa5-b6d0-defca035c90d,5ffcba98-30b2-44f8-ad5b-a2d7d1655937,processing,2024-08-24 21:43:43.868807,2024-08-26 04:43:43.868807,2024-08-27 04:43:43.868807,2024-08-29 04:43:43.868807,2024-09-10 21:43:43.868807
a33d33d0-72b0-4a54-a5e7-46d3df96ba50,3350a9ce-244b-4081-bab6-925ded49e8ce,shipped,2024-08-12 21:43:43.868812,2024-08-13 12:43:43.868812,2024-08-18 12:43:43.868812,2024-08-23 12:43:43.868812,2024-08-25 21:43:43.868812
1a1bf0d2-1906-4a52-a762-df9a236a45bb,59cb3fb0-c67d-4a2f-8d18-9a2770bdc8a3,delivered,2024-11-22 21:43:43.868817,2024-11-23 06:43:43.868817,2024-11-30 06:43:43.868817,2024-12-03 06:43:43.868817,2024-12-10 21:43:43.868817
da138e65-b76f-4081-b96a-a3bbb61f42be,0fba54f4-c5eb-4cb1-8966-34892c395653,processing,2024-05-02 21:43:43.868822,2024-05-04 16:43:43.868822,2024-05-11 16:43:43.868822,2024-05-17 16:43:43.868822,2024-05-19 21:43:43.868822
9bd551c6-7163-4275-8117-eec22d0e56c8,8aa37370-0faa-4ce9-859c-482d812e066e,delivered,2024-07-15 21:43:43.868827,2024-07-17 00:43:43.868827,2024-07-18 00:43:43.868827,2024-07-22 00:43:43.868827,2024-08-06 21:43:43.868827
16070c0f-ffaf-46b3-bf7d-fa1d107b0ed1,218983d3-63bb-4a9d-b136-76301231fcbf,shipped,2024-10-13 21:43:43.868832,2024-10-15 05:43:43.868832,2024-10-17 05:43:43.868832,2024-10-22 05:43:43.868832,2024-10-27 21:43:43.868832
2544d071-6fd5-444f-bdcd-7854b9da2b1c,a912348f-8e5a-4576-9046-3dfc85c73749,processing,2024-02-14 21:43:43.868838,2024-02-16 14:43:43.868838,2024-02-22 14:43:43.868838,2024-02-26 14:43:43.868838,2024-02-18 21:43:43.868838
6e13623c-7168-4131-b079-399145f97808,a2f24877-9966-46e7-943d-95e0f967d037,processing,2024-05-16 21:43:43.868845,2024-05-17 03:43:43.868845,2024-05-19 03:43:43.868845,2024-05-25 03:43:43.868845,2024-06-11 21:43:43.868845
a7ac7c9b-a875-491f-925d-82de67913369,e5b3e536-c293-48fc-a062-1a76f9afeeed,invoiced,2023-12-19 21:43:43.868850,2023-12-20 19:43:43.868850,2023-12-27 19:43:43.868850,2023-12-28 19:43:43.868850,2024-01-13 21:43:43.868850
ac4187cd-36f0-498c-9762-5e5cfecc1cc6,4e4abf87-2917-4ae7-a151-3efaddff0a39,invoiced,2024-09-18 21:43:43.868856,2024-09-20 05:43:43.868856,2024-09-24 05:43:43.868856,2024-09-29 05:43:43.868856,2024-10-13 21:43:43.868856
dc4b5a3a-e27e-4d4b-855c-39ffe2a76b94,b981b95f-6634-425d-b6a9-617acc7ed5e9,delivered,2024-04-27 21:43:43.868861,2024-04-28 13:43:43.868861,2024-05-03 13:43:43.868861,2024-05-09 13:43:43.868861,2024-05-23 21:43:43.868861
1313bc7d-21a5-4a67-840a-6de168d83a21,a68f6300-7c95-4bb9-8bde-bcba9ba60ae0,canceled,2024-10-04 21:43:43.868867,2024-10-06 13:43:43.868867,2024-10-10 13:43:43.868867,2024-10-11 13:43:43.868867,2024-11-02 21:43:43.868867
26f36f81-ac83-499e-a64b-6a2a3b32566e,6f13a63a-3d98-4151-8bc4-f78e6db111cb,invoiced,2024-07-16 21:43:43.868872,2024-07-17 11:43:43.868872,2024-07-21 11:43:43.868872,2024-07-27 11:43:43.868872,2024-07-28 21:43:43.868872
a7c6e99f-9054-4978-8ac1-049278839e4d,1b50d78f-b50a-47c4-a18f-9a92bb379ce8,canceled,2024-08-25 21:43:43.868877,2024-08-27 16:43:43.868877,2024-09-03 16:43:43.868877,2024-09-09 16:43:43.868877,2024-09-04 21:43:43.868877
2dc2fba5-6ac5-4077-a6c0-5ea7c9288bfa,a637997d-ae69-4a78-80c0-3579f8711c08,canceled,2024-06-29 21:43:43.868882,2024-07-01 08:43:43.868882,2024-07-03 08:43:43.868882,2024-07-04 08:43:43.868882,2024-07-07 21:43:43.868882
617089a0-0cdb-4a29-b8f3-42638afa3521,232ebbf1-fc8f-4dd7-9e83-c9ce00c077dc,delivered,2024-07-22 21:43:43.868887,2024-07-23 03:43:43.868887,2024-07-26 03:43:43.868887,2024-07-29 03:43:43.868887,2024-07-25 21:43:43.868887
1b78ac8a-eec1-4b7f-b550-836812a86d60,9014cf6a-ed5a-4d9e-acbc-13834f7b9432,canceled,2024-01-26 21:43:43.868892,2024-01-27 07:43:43.868892,2024-02-02 07:43:43.868892,2024-02-09 07:43:43.868892,2024-02-12 21:43:43.868892
30c522d9-8391-4eb0-b6ba-14dff9bb3159,49c9e729-f7e6-4677-88d2-a01a50343216,invoiced,2024-08-03 21:43:43.868897,2024-08-05 21:43:43.868897,2024-08-07 21:43:43.868897,2024-08-12 21:43:43.868897,2024-08-20 21:43:43.868897
2725069b-3b01-489b-a91f-75ec120bdb7b,c220c2dd-63ca-49fc-9ec2-a70029b508ac,processing,2024-11-16 21:43:43.868901,2024-11-18 04:43:43.868901,2024-11-25 04:43:43.868901,2024-11-28 04:43:43.868901,2024-12-16 21:43:43.868901
88b5422a-fc62-46b1-80e6-307defb1386d,8df6bb0f-fc17-4266-b092-010601d45c96,invoiced,2024-01-07 21:43:43.868906,2024-01-09 01:43:43.868906,2024-01-13 01:43:43.868906,2024-01-15 01:43:43.868906,2024-01-11 21:43:43.868906
855fed80-e426-4d6f-aa56-bf2af6621545,f66cf2af-064a-44e1-a12f-211ff0c332e8,delivered,2024-06-04 21:43:43.868913,2024-06-05 16:43:43.868913,2024-06-07 16:43:43.868913,2024-06-09 16:43:43.868913,2024-06-20 21:43:43.868913
48c4579a-ede7-4458-afbd-02d7cc9dc72b,1480d3f8-5fa6-4f3a-be40-e7d5c76bb3c7,canceled,2024-07-28 21:43:43.868919,2024-07-29 03:43:43.868919,2024-08-01 03:43:43.868919,2024-08-08 03:43:43.868919,2024-07-30 21:43:43.868919
a3d41a79-5d2a-4f9d-9b9a-5b652388c448,0b351959-dd2c-4b53-8f33-d2966e6fc00c,shipped,2023-12-25 21:43:43.868925,2023-12-27 06:43:43.868925,2024-01-02 06:43:43.868925,2024-01-09 06:43:43.868925,2024-01-06 21:43:43.868925
055a2fe1-f278-4e86-9f0b-0042776f05e2,4ad443e5-69aa-426b-8286-65d6168b9ee2,shipped,2024-01-20 21:43:43.868932,2024-01-22 05:43:43.868932,2024-01-24 05:43:43.868932,2024-01-31 05:43:43.868932,2024-02-05 21:43:43.868932
c4c523e5-fbcb-4cf3-82cf-510cf839c84e,4fe9bf98-ce78-42af-a1ee-290d9ab0a5b1,invoiced,2024-07-12 21:43:43.868938,2024-07-14 07:43:43.868938,2024-07-17 07:43:43.868938,2024-07-18 07:43:43.868938,2024-07-22 21:43:43.868938
5b91576e-e4cb-41a8-9c59-d43b0ab7a239,8af5afb1-6cb5-46e4-bb7d-a5291d30ae6d,invoiced,2023-12-27 21:43:43.868943,2023-12-29 11:43:43.868943,2023-12-31 11:43:43.868943,2024-01-03 11:43:43.868943,2024-01-21 21:43:43.868943
625ad2a4-a1ad-4a08-b98d-06c487e77a8f,5831c3d3-f600-4548-b8c4-81fac83441ad,canceled,2024-07-25 21:43:43.868949,2024-07-27 03:43:43.868949,2024-07-28 03:43:43.868949,2024-08-01 03:43:43.868949,2024-07-28 21:43:43.868949
d024fe40-586c-4a90-aaa4-6001c8c69161,ef202b87-f896-4b06-96af-f4dcf21c2ae3,delivered,2024-04-01 21:43:43.868953,2024-04-02 08:43:43.868953,2024-04-06 08:43:43.868953,2024-04-11 08:43:43.868953,2024-04-25 21:43:43.868953
96cef3d5-83f1-4e8b-884a-f025bae7678b,0852f052-c72c-4b08-9b61-f75f98cd3c8c,canceled,2024-09-09 21:43:43.868958,2024-09-11 06:43:43.868958,2024-09-15 06:43:43.868958,2024-09-21 06:43:43.868958,2024-09-24 21:43:43.868958
fb4fcf3d-0b4e-4dd2-9c99-46f34e653f4c,17faf281-fa6b-4e6b-b650-1b2b7db77e5f,delivered,2024-05-18 21:43:43.868963,2024-05-19 17:43:43.868963,2024-05-26 17:43:43.868963,2024-05-27 17:43:43.868963,2024-06-13 21:43:43.868963
bcb7fb13-c3c9-4eda-b838-7b928e697b52,67517768-b197-4334-8a9d-a4ed1c461342,processing,2024-04-30 21:43:43.868968,2024-05-02 17:43:43.868968,2024-05-08 17:43:43.868968,2024-05-13 17:43:43.868968,2024-05-24 21:43:43.868968
420e970b-17d7-4121-8f23-4492524e399f,be30dc51-755c-44bd-9f49-9c2e17755fe4,canceled,2024-11-15 21:43:43.868973,2024-11-17 07:43:43.868973,2024-11-23 07:43:43.868973,2024-11-24 07:43:43.868973,2024-11-19 21:43:43.868973
a44aa1b7-87cc-48eb-96f3-78253c4d7eb8,76c4ea3c-d256-4020-be91-e14daa273234,processing,2024-10-15 21:43:43.868978,2024-10-16 22:43:43.868978,2024-10-22 22:43:43.868978,2024-10-29 22:43:43.868978,2024-11-06 21:43:43.868978
3ee75383-9e7f-422b-88db-671be9f31182,e8cc50e7-2f8d-405a-8e14-9bc10a1e90ce,invoiced,2024-06-11 21:43:43.868983,2024-06-12 14:43:43.868983,2024-06-19 14:43:43.868983,2024-06-22 14:43:43.868983,2024-06-21 21:43:43.868983
3f5e840b-1680-4e43-8e2e-342fba6657d5,640d2838-62fb-441f-b965-4cb84f0bd230,shipped,2024-07-06 21:43:43.868988,2024-07-08 05:43:43.868988,2024-07-15 05:43:43.868988,2024-07-16 05:43:43.868988,2024-07-17 21:43:43.868988
d8ed9b11-471a-4f9a-82c4-7a485570fe61,41ba2b3d-3f56-4ad6-8a59-dc9083af6886,delivered,2024-05-16 21:43:43.868994,2024-05-18 02:43:43.868994,2024-05-24 02:43:43.868994,2024-05-27 02:43:43.868994,2024-06-14 21:43:43.868994
2cb025e0-4199-46f5-a0ec-c16c273f3ace,1bbfee58-a9dc-40dc-8244-d1a7f3ffd51e,canceled,2024-04-01 21:43:43.869000,2024-04-03 00:43:43.869000,2024-04-08 00:43:43.869000,2024-04-11 00:43:43.869000,2024-04-24 21:43:43.869000
e826c89b-c7b3-4234-a072-88b02e4c8f8b,900c7b13-0978-4fcc-b4cb-159b8406a6d7,shipped,2024-02-25 21:43:43.869006,2024-02-27 09:43:43.869006,2024-03-05 09:43:43.869006,2024-03-11 09:43:43.869006,2024-03-05 21:43:43.869006
5bf3e90e-a258-4068-b8d2-b5e17715e371,c018a933-24e4-4cc5-b806-21c78d1c87be,processing,2024-08-09 21:43:43.869013,2024-08-11 03:43:43.869013,2024-08-12 03:43:43.869013,2024-08-16 03:43:43.869013,2024-08-29 21:43:43.869013
0cb231d1-bd6d-4c60-bffc-868dc24c8376,6da04d8b-0ead-4cb4-9b07-7882b174ea18,delivered,2024-10-12 21:43:43.869019,2024-10-14 18:43:43.869019,2024-10-19 18:43:43.869019,2024-10-25 18:43:43.869019,2024-11-02 21:43:43.869019
bdfbdde7-e5b0-4d12-ae62-9a9a6f6cef04,3e4c3448-583a-47ca-8b36-e8ddb1ce331b,shipped,2024-05-15 21:43:43.869026,2024-05-16 20:43:43.869026,2024-05-22 20:43:43.869026,2024-05-26 20:43:43.869026,2024-05-30 21:43:43.869026
0175e7c9-8943-4736-9680-02ec957f2e71,d78b5780-9646-4a86-8432-434a5e7e03c0,processing,2024-10-19 21:43:43.869031,2024-10-21 02:43:43.869031,2024-10-23 02:43:43.869031,2024-10-29 02:43:43.869031,2024-11-11 21:43:43.869031
d4d36d18-f4cc-4863-9d9b-00cdb17ad821,e1c83915-a500-42dd-97f0-a99bdd99fcea,shipped,2024-04-21 21:43:43.869037,2024-04-22 06:43:43.869037,2024-04-25 06:43:43.869037,2024-04-27 06:43:43.869037,2024-05-02 21:43:43.869037
721cac0e-11f4-49e4-b7ac-f0fbb80a6cea,af20aedf-6c13-48c2-9ee6-ef876af3654d,shipped,2024-07-20 21:43:43.869044,2024-07-22 20:43:43.869044,2024-07-23 20:43:43.869044,2024-07-30 20:43:43.869044,2024-07-27 21:43:43.869044
8005ab3a-b9c4-4663-9afa-957afac2dd08,70abb699-1aff-4a9f-bef2-930b87230ac7,invoiced,2024-11-28 21:43:43.869050,2024-11-30 14:43:43.869050,2024-12-04 14:43:43.869050,2024-12-08 14:43:43.869050,2024-12-11 21:43:43.869050
3ba66c2d-6dd6-462d-83b3-fae5fa5ee827,914afe2c-8ac7-4a38-89ce-b527b3a2ac43,invoiced,2024-09-21 21:43:43.869056,2024-09-23 16:43:43.869056,2024-09-24 16:43:43.869056,2024-09-30 16:43:43.869056,2024-09-26 21:43:43.869056
374361e5-a804-41a4-8742-15bed60dbbd7,c018a933-24e4-4cc5-b806-21c78d1c87be,canceled,2024-04-09 21:43:43.869062,2024-04-10 04:43:43.869062,2024-04-12 04:43:43.869062,2024-04-19 04:43:43.869062,2024-04-29 21:43:43.869062
b290401e-ff0f-48f8-9472-c54e52cdc3a8,12558ae6-581a-4003-a1ea-104cbbbbc8ba,canceled,2024-11-11 21:43:43.869067,2024-11-12 07:43:43.869067,2024-11-15 07:43:43.869067,2024-11-18 07:43:43.869067,2024-11-17 21:43:43.869067
f5dd0731-0790-4ffa-875e-e16472841745,de07a7dc-c4ad-4613-97f6-9535dd7f9289,delivered,2024-10-23 21:43:43.869072,2024-10-25 21:43:43.869072,2024-11-01 21:43:43.869072,2024-11-07 21:43:43.869072,2024-11-03 21:43:43.869072
acde0127-bd9d-42f9-a791-52d8c2ccb1fb,cf612df9-7ecf-4f8b-9b40-57a45893f45a,processing,2024-06-08 21:43:43.869077,2024-06-09 15:43:43.869077,2024-06-15 15:43:43.869077,2024-06-19 15:43:43.869077,2024-06-27 21:43:43.869077
50147f5b-8703-46b6-b3f2-9e17936aed4d,16930ec3-77ab-41d7-bbbe-094b676e77c1,canceled,2023-12-30 21:43:43.869082,2023-12-31 04:43:43.869082,2024-01-05 04:43:43.869082,2024-01-11 04:43:43.869082,2024-01-17 21:43:43.869082
2b5bb98c-145f-4c5b-ae2d-181cd61a37cc,3cf38f38-a401-4180-a79e-b6e63c45d3d8,canceled,2024-08-09 21:43:43.869087,2024-08-11 14:43:43.869087,2024-08-16 14:43:43.869087,2024-08-23 14:43:43.869087,2024-08-21 21:43:43.869087
2dfafd0e-e082-4d99-ba0c-1ae330793224,f5851db0-40f2-418f-8a8a-b26c8659314f,canceled,2024-02-24 21:43:43.869092,2024-02-26 21:43:43.869092,2024-02-27 21:43:43.869092,2024-03-02 21:43:43.869092,2024-02-27 21:43:43.869092
33c6c5c2-b13b-454a-ae7f-27a89df334e8,6885c0ab-97ee-4aeb-8799-edfcfef52631,invoiced,2024-11-26 21:43:43.869097,2024-11-27 11:43:43.869097,2024-11-30 11:43:43.869097,2024-12-02 11:43:43.869097,2024-12-16 21:43:43.869097
20f16ebe-8066-44bd-a33e-63f5e63548ae,04996834-54c2-4084-a6ca-9ea153c8daec,invoiced,2024-06-04 21:43:43.869102,2024-06-05 07:43:43.869102,2024-06-10 07:43:43.869102,2024-06-17 07:43:43.869102,2024-07-03 21:43:43.869102
ec55d95f-f56d-48d8-a52b-340e2ab4884b,b82beeaa-9209-44d3-a591-bd76f68b3c0e,canceled,2024-01-11 21:43:43.869107,2024-01-12 02:43:43.869107,2024-01-15 02:43:43.869107,2024-01-19 02:43:43.869107,2024-02-02 21:43:43.869107
21282d90-edab-4655-b501-f27619a7665a,7c0164c8-10eb-48cc-afcb-78a53b5d3aab,processing,2023-12-29 21:43:43.869112,2023-12-30 16:43:43.869112,2024-01-01 16:43:43.869112,2024-01-08 16:43:43.869112,2024-01-26 21:43:43.869112
42a1df75-3560-4271-a101-fd7ad3687e48,e9c93f33-e923-4c59-b6c4-e2806b966af0,processing,2024-10-05 21:43:43.869117,2024-10-07 08:43:43.869117,2024-10-09 08:43:43.869117,2024-10-14 08:43:43.869117,2024-10-15 21:43:43.869117
82d6dff0-b72c-4d88-b662-3271457ea89d,5b5dba55-dcc2-40fb-b88c-b8868975b32b,invoiced,2024-10-06 21:43:43.869122,2024-10-08 18:43:43.869122,2024-10-12 18:43:43.869122,2024-10-14 18:43:43.869122,2024-11-01 21:43:43.869122
d7b4c536-e761-44fb-b5af-eea39261cbb8,a02d9928-423c-4d8a-9357-4059c153a0d7,shipped,2024-05-27 21:43:43.869128,2024-05-29 02:43:43.869128,2024-06-01 02:43:43.869128,2024-06-05 02:43:43.869128,2024-06-06 21:43:43.869128
f1cce865-1ffc-46a8-8818-95b99fc1641f,ad1924c4-504e-44bd-b0e3-42036cc71172,delivered,2024-11-25 21:43:43.869135,2024-11-26 02:43:43.869135,2024-11-30 02:43:43.869135,2024-12-02 02:43:43.869135,2024-11-30 21:43:43.869135
